run,model,dataset,missing_rate,seed,MAE,MSE,RMSE,MRE,metrics_file
tefn/ettm1/mr0.5/seed456,tefn,ettm1,0.5,456,2.216356650665841,9.756011278001445,3.123461425726504,2.6109002556898426,output/imputation/cuda/paper_campaign/tefn/ettm1/mr0.5/seed456/metrics/tefn_metrics.json
tefn/household_power/mr0.1/seed123,tefn,household_power,0.1,123,0.5612880462906337,0.7693584760314249,0.8771308203634307,0.7739182925706993,output/imputation/cuda/paper_campaign/tefn/household_power/mr0.1/seed123/metrics/tefn_metrics.json
tefn/household_power/mr0.1/seed42,tefn,household_power,0.1,42,0.5605978807341467,0.7733148800302909,0.8793832384292363,0.7717349730109211,output/imputation/cuda/paper_campaign/tefn/household_power/mr0.1/seed42/metrics/tefn_metrics.json
tefn/household_power/mr0.1/seed456,tefn,household_power,0.1,456,0.5711616389190682,0.7619298449442012,0.8728859289415778,0.7854411328828982,output/imputation/cuda/paper_campaign/tefn/household_power/mr0.1/seed456/metrics/tefn_metrics.json
tefn/household_power/mr0.3/seed123,tefn,household_power,0.3,123,0.5862640963471983,0.8054104743240244,0.8974466414913058,0.8079692253865313,output/imputation/cuda/paper_campaign/tefn/household_power/mr0.3/seed123/metrics/tefn_metrics.json
tefn/household_power/mr0.3/seed42,tefn,household_power,0.3,42,0.5846489248065552,0.8036517161037341,0.8964662381282041,0.8052876996662821,output/imputation/cuda/paper_campaign/tefn/household_power/mr0.3/seed42/metrics/tefn_metrics.json
tefn/household_power/mr0.3/seed456,tefn,household_power,0.3,456,0.586793959520119,0.8013830250961028,0.8951999916756606,0.8080578212575578,output/imputation/cuda/paper_campaign/tefn/household_power/mr0.3/seed456/metrics/tefn_metrics.json
tefn/household_power/mr0.5/seed123,tefn,household_power,0.5,123,0.6122880043787121,0.8417178742497274,0.9174518375640911,0.8430017464131115,output/imputation/cuda/paper_campaign/tefn/household_power/mr0.5/seed123/metrics/tefn_metrics.json
tefn/household_power/mr0.5/seed42,tefn,household_power,0.5,42,0.6099281379951506,0.8379453685440406,0.9153935593743494,0.8402544944720242,output/imputation/cuda/paper_campaign/tefn/household_power/mr0.5/seed42/metrics/tefn_metrics.json
tefn/household_power/mr0.5/seed456,tefn,household_power,0.5,456,0.612783321368974,0.8356765107280423,0.9141534393787742,0.8439926516542429,output/imputation/cuda/paper_campaign/tefn/household_power/mr0.5/seed456/metrics/tefn_metrics.json
tefn/opsd_germany/mr0.1/seed123,tefn,opsd_germany,0.1,123,0.5823427484092599,0.7913004373797353,0.8895506941033408,0.6417283183529601,output/imputation/cuda/paper_campaign/tefn/opsd_germany/mr0.1/seed123/metrics/tefn_metrics.json
tefn/opsd_germany/mr0.1/seed42,tefn,opsd_germany,0.1,42,0.6153356125869845,0.7691591357184038,0.8770171809710479,0.6766294894521431,output/imputation/cuda/paper_campaign/tefn/opsd_germany/mr0.1/seed42/metrics/tefn_metrics.json
tefn/opsd_germany/mr0.1/seed456,tefn,opsd_germany,0.1,456,0.5815253949003135,0.7959306779861564,0.8921494706528477,0.6398297534274128,output/imputation/cuda/paper_campaign/tefn/opsd_germany/mr0.1/seed456/metrics/tefn_metrics.json
tefn/opsd_germany/mr0.3/seed123,tefn,opsd_germany,0.3,123,0.6617806998930353,0.9220390263372953,0.9602286323252891,0.7288165842332202,output/imputation/cuda/paper_campaign/tefn/opsd_germany/mr0.3/seed123/metrics/tefn_metrics.json
tefn/opsd_germany/mr0.3/seed42,tefn,opsd_germany,0.3,42,0.6742745798672529,0.9113817080938749,0.954663138543578,0.7422620720126677,output/imputation/cuda/paper_campaign/tefn/opsd_germany/mr0.3/seed42/metrics/tefn_metrics.json
tefn/opsd_germany/mr0.3/seed456,tefn,opsd_germany,0.3,456,0.6618442504552419,0.9258086018806402,0.9621894833558722,0.7292409241569909,output/imputation/cuda/paper_campaign/tefn/opsd_germany/mr0.3/seed456/metrics/tefn_metrics.json
tefn/opsd_germany/mr0.5/seed123,tefn,opsd_germany,0.5,123,0.7379568625741647,1.0510845355959924,1.025224139198835,0.8126306512387501,output/imputation/cuda/paper_campaign/tefn/opsd_germany/mr0.5/seed123/metrics/tefn_metrics.json
tefn/opsd_germany/mr0.5/seed42,tefn,opsd_germany,0.5,42,0.7449206250692885,1.0571743254267931,1.0281898294706056,0.8201155388733444,output/imputation/cuda/paper_campaign/tefn/opsd_germany/mr0.5/seed42/metrics/tefn_metrics.json
tefn/opsd_germany/mr0.5/seed456,tefn,opsd_germany,0.5,456,0.7397524181477131,1.0576979281139869,1.0284444214997652,0.8145415861436155,output/imputation/cuda/paper_campaign/tefn/opsd_germany/mr0.5/seed456/metrics/tefn_metrics.json
tefn/physionet_2012/mr0.1/seed123,tefn,physionet_2012,0.1,123,0.5574147097506862,0.7249801627586548,0.8514576693874187,0.8084004748777515,output/imputation/cuda/paper_campaign/tefn/physionet_2012/mr0.1/seed123/metrics/tefn_metrics.json
tefn/physionet_2012/mr0.1/seed42,tefn,physionet_2012,0.1,42,0.6148543740393855,1.1209037048537467,1.0587273987451853,0.8744076568249043,output/imputation/cuda/paper_campaign/tefn/physionet_2012/mr0.1/seed42/metrics/tefn_metrics.json
tefn/physionet_2012/mr0.1/seed456,tefn,physionet_2012,0.1,456,0.5814716370012583,0.9078000148698214,0.9527853981195458,0.8191455589527964,output/imputation/cuda/paper_campaign/tefn/physionet_2012/mr0.1/seed456/metrics/tefn_metrics.json
tefn/physionet_2012/mr0.3/seed123,tefn,physionet_2012,0.3,123,0.5887630720887417,0.827951369986249,0.9099183314925845,0.8509168205511916,output/imputation/cuda/paper_campaign/tefn/physionet_2012/mr0.3/seed123/metrics/tefn_metrics.json
tefn/physionet_2012/mr0.3/seed42,tefn,physionet_2012,0.3,42,0.6440145395368495,1.1083299280617673,1.0527724958706735,0.9217918261727663,output/imputation/cuda/paper_campaign/tefn/physionet_2012/mr0.3/seed42/metrics/tefn_metrics.json
tefn/physionet_2012/mr0.3/seed456,tefn,physionet_2012,0.3,456,0.6056910468279846,0.8900911983880747,0.9434464470165091,0.861272564694094,output/imputation/cuda/paper_campaign/tefn/physionet_2012/mr0.3/seed456/metrics/tefn_metrics.json
tefn/physionet_2012/mr0.5/seed123,tefn,physionet_2012,0.5,123,0.6164287304111704,0.8607793678463962,0.9277819613715262,0.8912739758065231,output/imputation/cuda/paper_campaign/tefn/physionet_2012/mr0.5/seed123/metrics/tefn_metrics.json
tefn/physionet_2012/mr0.5/seed42,tefn,physionet_2012,0.5,42,0.6852693389556087,1.1824236110524273,1.087393034303801,0.9813205171746953,output/imputation/cuda/paper_campaign/tefn/physionet_2012/mr0.5/seed42/metrics/tefn_metrics.json
tefn/physionet_2012/mr0.5/seed456,tefn,physionet_2012,0.5,456,0.6423006762842121,0.9745082644390279,0.9871718515228379,0.9116984595814641,output/imputation/cuda/paper_campaign/tefn/physionet_2012/mr0.5/seed456/metrics/tefn_metrics.json
tefn/solar/mr0.1/seed123,tefn,solar,0.1,123,0.8725678574582829,1.800235701944679,1.3417286245529232,1.126344593308989,output/imputation/cuda/paper_campaign/tefn/solar/mr0.1/seed123/metrics/tefn_metrics.json
tefn/solar/mr0.1/seed42,tefn,solar,0.1,42,0.8060459867850358,1.5581009596907907,1.2482391436302542,1.041496481236457,output/imputation/cuda/paper_campaign/tefn/solar/mr0.1/seed42/metrics/tefn_metrics.json
tefn/solar/mr0.1/seed456,tefn,solar,0.1,456,0.6403444842191913,0.8312812649700186,0.9117462722545229,0.8266013718508258,output/imputation/cuda/paper_campaign/tefn/solar/mr0.1/seed456/metrics/tefn_metrics.json
tefn/solar/mr0.3/seed123,tefn,solar,0.3,123,0.8192788049987508,1.6593939666700956,1.2881746646592982,1.0581758362279228,output/imputation/cuda/paper_campaign/tefn/solar/mr0.3/seed123/metrics/tefn_metrics.json
tefn/solar/mr0.3/seed42,tefn,solar,0.3,42,0.7512692717493165,1.445226923873954,1.2021759122000215,0.9697530562817446,output/imputation/cuda/paper_campaign/tefn/solar/mr0.3/seed42/metrics/tefn_metrics.json
tefn/solar/mr0.3/seed456,tefn,solar,0.3,456,0.5696057123120055,0.7352606017291998,0.8574733825193642,0.734840508484406,output/imputation/cuda/paper_campaign/tefn/solar/mr0.3/seed456/metrics/tefn_metrics.json
tefn/solar/mr0.5/seed123,tefn,solar,0.5,123,0.7511773110818393,1.5722506214141236,1.2538941827020826,0.9699069130163707,output/imputation/cuda/paper_campaign/tefn/solar/mr0.5/seed123/metrics/tefn_metrics.json
tefn/solar/mr0.5/seed42,tefn,solar,0.5,42,0.7096408541489913,1.4224300880372864,1.1926567352081179,0.9159163710058683,output/imputation/cuda/paper_campaign/tefn/solar/mr0.5/seed42/metrics/tefn_metrics.json
tefn/solar/mr0.5/seed456,tefn,solar,0.5,456,0.5131240335793631,0.6730980593887869,0.8204255355538288,0.662550329840003,output/imputation/cuda/paper_campaign/tefn/solar/mr0.5/seed456/metrics/tefn_metrics.json
timemixerpp/ettm1/mr0.1/seed123,timemixerpp,ettm1,0.1,123,0.41323247748789854,0.3600995855120107,0.6000829821883059,0.48920440276190696,output/imputation/cuda/paper_campaign/timemixerpp/ettm1/mr0.1/seed123/metrics/timemixerpp_metrics.json
timemixerpp/ettm1/mr0.1/seed42,timemixerpp,ettm1,0.1,42,0.3283136825069707,0.22121316481792946,0.47033303606904914,0.390683413159697,output/imputation/cuda/paper_campaign/timemixerpp/ettm1/mr0.1/seed42/metrics/timemixerpp_metrics.json
timemixerpp/ettm1/mr0.1/seed456,timemixerpp,ettm1,0.1,456,0.2961524994775591,0.18522539805973504,0.4303782035137642,0.345580307955353,output/imputation/cuda/paper_campaign/timemixerpp/ettm1/mr0.1/seed456/metrics/timemixerpp_metrics.json
timemixerpp/ettm1/mr0.3/seed123,timemixerpp,ettm1,0.3,123,0.4448541107832618,0.38447478540772534,0.6200603078795847,0.5223733818323618,output/imputation/cuda/paper_campaign/timemixerpp/ettm1/mr0.3/seed123/metrics/timemixerpp_metrics.json
timemixerpp/ettm1/mr0.3/seed42,timemixerpp,ettm1,0.3,42,0.3743712749677835,0.2809952715582045,0.5300898712088399,0.44216872913894606,output/imputation/cuda/paper_campaign/timemixerpp/ettm1/mr0.3/seed42/metrics/timemixerpp_metrics.json
timemixerpp/ettm1/mr0.3/seed456,timemixerpp,ettm1,0.3,456,0.367983916311553,0.2766527916774277,0.5259779383942141,0.43341856166827314,output/imputation/cuda/paper_campaign/timemixerpp/ettm1/mr0.3/seed456/metrics/timemixerpp_metrics.json
timemixerpp/ettm1/mr0.5/seed123,timemixerpp,ettm1,0.5,123,0.41309562311341097,0.33155065908694226,0.5758043583431288,0.48444150583568757,output/imputation/cuda/paper_campaign/timemixerpp/ettm1/mr0.5/seed123/metrics/timemixerpp_metrics.json
timemixerpp/ettm1/mr0.5/seed42,timemixerpp,ettm1,0.5,42,0.3741486698641871,0.2686912075068629,0.5183543262160188,0.4419785551284445,output/imputation/cuda/paper_campaign/timemixerpp/ettm1/mr0.5/seed42/metrics/timemixerpp_metrics.json
timemixerpp/ettm1/mr0.5/seed456,timemixerpp,ettm1,0.5,456,0.3820264513652318,0.302477063332301,0.5499791480886352,0.45003269633978654,output/imputation/cuda/paper_campaign/timemixerpp/ettm1/mr0.5/seed456/metrics/timemixerpp_metrics.json
tslanet/appliances_energy/mr0.1/seed123,tslanet,appliances_energy,0.1,123,1.011175118438069,1.5182636011331345,1.2321783966346491,1.0034707533864144,output/imputation/cuda/paper_campaign/tslanet/appliances_energy/mr0.1/seed123/metrics/tslanet_metrics.json
tslanet/appliances_energy/mr0.1/seed42,tslanet,appliances_energy,0.1,42,1.0176165829516752,1.5316559479152432,1.2376008839344141,1.0096969272026912,output/imputation/cuda/paper_campaign/tslanet/appliances_energy/mr0.1/seed42/metrics/tslanet_metrics.json
tslanet/appliances_energy/mr0.1/seed456,tslanet,appliances_energy,0.1,456,1.0152574782331472,1.5272987115782068,1.2358392741688569,1.009474975764486,output/imputation/cuda/paper_campaign/tslanet/appliances_energy/mr0.1/seed456/metrics/tslanet_metrics.json
tslanet/appliances_energy/mr0.3/seed123,tslanet,appliances_energy,0.3,123,1.0139035641384744,1.5321563089204127,1.237803017010547,1.0057529286473033,output/imputation/cuda/paper_campaign/tslanet/appliances_energy/mr0.3/seed123/metrics/tslanet_metrics.json
tslanet/appliances_energy/mr0.3/seed42,tslanet,appliances_energy,0.3,42,1.0169339858147697,1.5363629605427394,1.2395010934011874,1.0088796817868189,output/imputation/cuda/paper_campaign/tslanet/appliances_energy/mr0.3/seed42/metrics/tslanet_metrics.json
tslanet/appliances_energy/mr0.3/seed456,tslanet,appliances_energy,0.3,456,1.0137107235250182,1.5241834719281333,1.2345782567047474,1.006005327632662,output/imputation/cuda/paper_campaign/tslanet/appliances_energy/mr0.3/seed456/metrics/tslanet_metrics.json
tslanet/appliances_energy/mr0.5/seed123,tslanet,appliances_energy,0.5,123,1.0147828082657322,1.5364730728150626,1.239545510586466,1.0071128042083306,output/imputation/cuda/paper_campaign/tslanet/appliances_energy/mr0.5/seed123/metrics/tslanet_metrics.json
tslanet/appliances_energy/mr0.5/seed42,tslanet,appliances_energy,0.5,42,1.016046524743698,1.53681031535239,1.23968153787672,1.0080314420925724,output/imputation/cuda/paper_campaign/tslanet/appliances_energy/mr0.5/seed42/metrics/tslanet_metrics.json
tslanet/appliances_energy/mr0.5/seed456,tslanet,appliances_energy,0.5,456,1.0112185505897122,1.5182213285585067,1.232161242921764,1.0042864689969488,output/imputation/cuda/paper_campaign/tslanet/appliances_energy/mr0.5/seed456/metrics/tslanet_metrics.json
tslanet/citylearn_zone5/mr0.1/seed123,tslanet,citylearn_zone5,0.1,123,0.8218661856311408,0.9428354892587195,0.9709971623329903,1.00765127168257,output/imputation/cuda/paper_campaign/tslanet/citylearn_zone5/mr0.1/seed123/metrics/tslanet_metrics.json
tslanet/citylearn_zone5/mr0.1/seed42,tslanet,citylearn_zone5,0.1,42,0.8193787810985212,0.9372999497846204,0.9681425255532474,1.0074307291065787,output/imputation/cuda/paper_campaign/tslanet/citylearn_zone5/mr0.1/seed42/metrics/tslanet_metrics.json
tslanet/citylearn_zone5/mr0.1/seed456,tslanet,citylearn_zone5,0.1,456,0.8204599252863851,0.9405197179420214,0.9698039585101833,1.0083968906125966,output/imputation/cuda/paper_campaign/tslanet/citylearn_zone5/mr0.1/seed456/metrics/tslanet_metrics.json
tslanet/citylearn_zone5/mr0.3/seed123,tslanet,citylearn_zone5,0.3,123,0.8223494357840029,0.9458743571008197,0.9725607215494669,1.0087351580433412,output/imputation/cuda/paper_campaign/tslanet/citylearn_zone5/mr0.3/seed123/metrics/tslanet_metrics.json
tslanet/citylearn_zone5/mr0.3/seed42,tslanet,citylearn_zone5,0.3,42,0.8212758029903094,0.9437760361284512,0.9714813616989526,1.0089489375368823,output/imputation/cuda/paper_campaign/tslanet/citylearn_zone5/mr0.3/seed42/metrics/tslanet_metrics.json
tslanet/citylearn_zone5/mr0.3/seed456,tslanet,citylearn_zone5,0.3,456,0.8216584533047473,0.9450229644119893,0.972122916308421,1.0094653120600394,output/imputation/cuda/paper_campaign/tslanet/citylearn_zone5/mr0.3/seed456/metrics/tslanet_metrics.json
tslanet/citylearn_zone5/mr0.5/seed123,tslanet,citylearn_zone5,0.5,123,0.8221365129552898,0.9457859692572697,0.9725152797037534,1.009107823254011,output/imputation/cuda/paper_campaign/tslanet/citylearn_zone5/mr0.5/seed123/metrics/tslanet_metrics.json
tslanet/citylearn_zone5/mr0.5/seed42,tslanet,citylearn_zone5,0.5,42,0.8218535952769896,0.9455101173246646,0.9723734454028784,1.0091654325435644,output/imputation/cuda/paper_campaign/tslanet/citylearn_zone5/mr0.5/seed42/metrics/tslanet_metrics.json
tslanet/citylearn_zone5/mr0.5/seed456,tslanet,citylearn_zone5,0.5,456,0.8222798222782864,0.9470755542540651,0.9731780691394896,1.009625932659225,output/imputation/cuda/paper_campaign/tslanet/citylearn_zone5/mr0.5/seed456/metrics/tslanet_metrics.json
tslanet/eld/mr0.1/seed123,tslanet,eld,0.1,123,1.8608070997804735,5.858538173832037,2.4204417311375286,0.9955141046088212,output/imputation/cuda/paper_campaign/tslanet/eld/mr0.1/seed123/metrics/tslanet_metrics.json
tslanet/eld/mr0.1/seed42,tslanet,eld,0.1,42,1.8728348860766058,5.93503246224158,2.4361922055210625,1.0027518947627059,output/imputation/cuda/paper_campaign/tslanet/eld/mr0.1/seed42/metrics/tslanet_metrics.json
tslanet/eld/mr0.1/seed456,tslanet,eld,0.1,456,1.8783146545254414,5.9613294938006,2.4415833989033837,1.0056101300056077,output/imputation/cuda/paper_campaign/tslanet/eld/mr0.1/seed456/metrics/tslanet_metrics.json
tslanet/eld/mr0.3/seed123,tslanet,eld,0.3,123,1.8645033542022094,5.867792711075429,2.422352722267224,0.9983811012628518,output/imputation/cuda/paper_campaign/tslanet/eld/mr0.3/seed123/metrics/tslanet_metrics.json
tslanet/eld/mr0.3/seed42,tslanet,eld,0.3,42,1.872307469430546,5.914795967853037,2.4320353549759584,1.0023395020560664,output/imputation/cuda/paper_campaign/tslanet/eld/mr0.3/seed42/metrics/tslanet_metrics.json
tslanet/eld/mr0.3/seed456,tslanet,eld,0.3,456,1.871983537991164,5.914014363170673,2.43187466025095,1.0022566908054074,output/imputation/cuda/paper_campaign/tslanet/eld/mr0.3/seed456/metrics/tslanet_metrics.json
tslanet/eld/mr0.5/seed123,tslanet,eld,0.5,123,1.8665520742215007,5.878317726554102,2.424524226844125,0.999610564067621,output/imputation/cuda/paper_campaign/tslanet/eld/mr0.5/seed123/metrics/tslanet_metrics.json
tslanet/eld/mr0.5/seed42,tslanet,eld,0.5,42,1.8696871131078145,5.894270474241784,2.4278118696146502,1.0012394396279856,output/imputation/cuda/paper_campaign/tslanet/eld/mr0.5/seed42/metrics/tslanet_metrics.json
tslanet/eld/mr0.5/seed456,tslanet,eld,0.5,456,1.8673713407410018,5.880162639913526,2.424904666149481,1.000110023476309,output/imputation/cuda/paper_campaign/tslanet/eld/mr0.5/seed456/metrics/tslanet_metrics.json
tslanet/etth1/mr0.1/seed123,tslanet,etth1,0.1,123,0.9142442133103238,1.4386500694027606,1.1994373970336094,1.0619717159062276,output/imputation/cuda/paper_campaign/tslanet/etth1/mr0.1/seed123/metrics/tslanet_metrics.json
tslanet/etth1/mr0.1/seed42,tslanet,etth1,0.1,42,0.8795433731203965,1.3446472467650363,1.1595892577827014,1.0589482208168968,output/imputation/cuda/paper_campaign/tslanet/etth1/mr0.1/seed42/metrics/tslanet_metrics.json
tslanet/etth1/mr0.1/seed456,tslanet,etth1,0.1,456,0.9357410168948087,1.5379809798481303,1.2401536113918026,1.1044251901201894,output/imputation/cuda/paper_campaign/tslanet/etth1/mr0.1/seed456/metrics/tslanet_metrics.json
tslanet/etth1/mr0.3/seed123,tslanet,etth1,0.3,123,0.9025514978255637,1.390967710052255,1.1793929413271282,1.055505779790795,output/imputation/cuda/paper_campaign/tslanet/etth1/mr0.3/seed123/metrics/tslanet_metrics.json
tslanet/etth1/mr0.3/seed42,tslanet,etth1,0.3,42,0.8892201064489458,1.361777583281659,1.1669522626404472,1.0481922694054622,output/imputation/cuda/paper_campaign/tslanet/etth1/mr0.3/seed42/metrics/tslanet_metrics.json
tslanet/etth1/mr0.3/seed456,tslanet,etth1,0.3,456,0.911998295210481,1.4642611683848796,1.2100665966734556,1.0763906052356071,output/imputation/cuda/paper_campaign/tslanet/etth1/mr0.3/seed456/metrics/tslanet_metrics.json
tslanet/etth1/mr0.5/seed123,tslanet,etth1,0.5,123,0.893520288986274,1.3658675983442201,1.1687033833887108,1.0487452683376202,output/imputation/cuda/paper_campaign/tslanet/etth1/mr0.5/seed123/metrics/tslanet_metrics.json
tslanet/etth1/mr0.5/seed42,tslanet,etth1,0.5,42,0.8873351778257812,1.3583714677732759,1.1654919423888248,1.0395754356781153,output/imputation/cuda/paper_campaign/tslanet/etth1/mr0.5/seed42/metrics/tslanet_metrics.json
tslanet/etth1/mr0.5/seed456,tslanet,etth1,0.5,456,0.9050712142908931,1.427378319729864,1.1947293918414597,1.064333106564376,output/imputation/cuda/paper_campaign/tslanet/etth1/mr0.5/seed456/metrics/tslanet_metrics.json
tslanet/ettm1/mr0.1/seed123,tslanet,ettm1,0.1,123,0.8798216383115033,1.3602412467319835,1.166293808065525,1.0415750033098161,output/imputation/cuda/paper_campaign/tslanet/ettm1/mr0.1/seed123/metrics/tslanet_metrics.json
tslanet/ettm1/mr0.1/seed42,tslanet,ettm1,0.1,42,0.8659376438913331,1.326420387323493,1.1517032548896842,1.0304397663711424,output/imputation/cuda/paper_campaign/tslanet/ettm1/mr0.1/seed42/metrics/tslanet_metrics.json
tslanet/ettm1/mr0.1/seed456,tslanet,ettm1,0.1,456,0.9114475831082817,1.4774035292888372,1.2154848947184975,1.063568050282789,output/imputation/cuda/paper_campaign/tslanet/ettm1/mr0.1/seed456/metrics/tslanet_metrics.json
tslanet/ettm1/mr0.3/seed123,tslanet,ettm1,0.3,123,0.8851594688841202,1.3578394581545064,1.1652636861047831,1.039405355629531,output/imputation/cuda/paper_campaign/tslanet/ettm1/mr0.3/seed123/metrics/tslanet_metrics.json
tslanet/ettm1/mr0.3/seed42,tslanet,ettm1,0.3,42,0.867438587306701,1.315783397766323,1.1470760209185453,1.024528972711631,output/imputation/cuda/paper_campaign/tslanet/ettm1/mr0.3/seed42/metrics/tslanet_metrics.json
tslanet/ettm1/mr0.3/seed456,tslanet,ettm1,0.3,456,0.8938882790977961,1.4039975841511707,1.1849040400602788,1.0528388743237342,output/imputation/cuda/paper_campaign/tslanet/ettm1/mr0.3/seed456/metrics/tslanet_metrics.json
tslanet/ettm1/mr0.5/seed123,tslanet,ettm1,0.5,123,0.881414563184049,1.342229659489928,1.1585463562110616,1.0336439661021508,output/imputation/cuda/paper_campaign/tslanet/ettm1/mr0.5/seed123/metrics/tslanet_metrics.json
tslanet/ettm1/mr0.5/seed42,tslanet,ettm1,0.5,42,0.8650681644615988,1.3083054313556524,1.14381179892308,1.0218974653982864,output/imputation/cuda/paper_campaign/tslanet/ettm1/mr0.5/seed42/metrics/tslanet_metrics.json
tslanet/ettm1/mr0.5/seed456,tslanet,ettm1,0.5,456,0.8870948177970476,1.3748712836791577,1.172549053847709,1.0450105518494215,output/imputation/cuda/paper_campaign/tslanet/ettm1/mr0.5/seed456/metrics/tslanet_metrics.json
tslanet/household_power/mr0.1/seed123,tslanet,household_power,0.1,123,0.7298725125840899,0.8572897555315112,0.925899430570897,1.0063668600575917,output/imputation/cuda/paper_campaign/tslanet/household_power/mr0.1/seed123/metrics/tslanet_metrics.json
tslanet/household_power/mr0.1/seed42,tslanet,household_power,0.1,42,0.7316141236209611,0.8639245813786147,0.929475433445454,1.0071607927015838,output/imputation/cuda/paper_campaign/tslanet/household_power/mr0.1/seed42/metrics/tslanet_metrics.json
tslanet/household_power/mr0.1/seed456,tslanet,household_power,0.1,456,0.7348670560593595,0.8644525632249597,0.9297594114742586,1.010562989002436,output/imputation/cuda/paper_campaign/tslanet/household_power/mr0.1/seed456/metrics/tslanet_metrics.json
tslanet/household_power/mr0.3/seed123,tslanet,household_power,0.3,123,0.7304168472548502,0.8605208189386231,0.9276426138004997,1.0066356407680668,output/imputation/cuda/paper_campaign/tslanet/household_power/mr0.3/seed123/metrics/tslanet_metrics.json
tslanet/household_power/mr0.3/seed42,tslanet,household_power,0.3,42,0.7310349639265642,0.8619022590884552,0.9283869123853778,1.0069178946507589,output/imputation/cuda/paper_campaign/tslanet/household_power/mr0.3/seed42/metrics/tslanet_metrics.json
tslanet/household_power/mr0.3/seed456,tslanet,household_power,0.3,456,0.7337788216898817,0.8622833173031135,0.9285921156800296,1.0104666319751612,output/imputation/cuda/paper_campaign/tslanet/household_power/mr0.3/seed456/metrics/tslanet_metrics.json
tslanet/household_power/mr0.5/seed123,tslanet,household_power,0.5,123,0.731183531792191,0.8618566330194125,0.9283623392939917,1.0066978118814742,output/imputation/cuda/paper_campaign/tslanet/household_power/mr0.5/seed123/metrics/tslanet_metrics.json
tslanet/household_power/mr0.5/seed42,tslanet,household_power,0.5,42,0.7309038029071447,0.8606774595776223,0.9277270393696749,1.0069140398049743,output/imputation/cuda/paper_campaign/tslanet/household_power/mr0.5/seed42/metrics/tslanet_metrics.json
tslanet/household_power/mr0.5/seed456,tslanet,household_power,0.5,456,0.7336374039161452,0.8618649547269897,0.9283668212118471,1.0104461989935491,output/imputation/cuda/paper_campaign/tslanet/household_power/mr0.5/seed456/metrics/tslanet_metrics.json
tslanet/opsd_germany/mr0.1/seed123,tslanet,opsd_germany,0.1,123,0.9141962483325267,1.2166556977416803,1.103021168310781,1.0074232446262377,output/imputation/cuda/paper_campaign/tslanet/opsd_germany/mr0.1/seed123/metrics/tslanet_metrics.json
tslanet/opsd_germany/mr0.1/seed42,tslanet,opsd_germany,0.1,42,0.9162882903936813,1.2243885726114696,1.1065209318451548,1.0075602085072095,output/imputation/cuda/paper_campaign/tslanet/opsd_germany/mr0.1/seed42/metrics/tslanet_metrics.json
tslanet/opsd_germany/mr0.1/seed456,tslanet,opsd_germany,0.1,456,0.9168998106844939,1.2248188191445306,1.106715328864894,1.008829167105364,output/imputation/cuda/paper_campaign/tslanet/opsd_germany/mr0.1/seed456/metrics/tslanet_metrics.json
tslanet/opsd_germany/mr0.3/seed123,tslanet,opsd_germany,0.3,123,0.9176414245236285,1.232969658628012,1.1103916690195457,1.010595033491178,output/imputation/cuda/paper_campaign/tslanet/opsd_germany/mr0.3/seed123/metrics/tslanet_metrics.json
tslanet/opsd_germany/mr0.3/seed42,tslanet,opsd_germany,0.3,42,0.9185927930786529,1.2388566453630494,1.1130393727820456,1.011215030619574,output/imputation/cuda/paper_campaign/tslanet/opsd_germany/mr0.3/seed42/metrics/tslanet_metrics.json
tslanet/opsd_germany/mr0.3/seed456,tslanet,opsd_germany,0.3,456,0.9182912900610857,1.2346441220324427,1.1111454099407705,1.0118023818275172,output/imputation/cuda/paper_campaign/tslanet/opsd_germany/mr0.3/seed456/metrics/tslanet_metrics.json
tslanet/opsd_germany/mr0.5/seed123,tslanet,opsd_germany,0.5,123,0.9184675930378604,1.2374820732534126,1.1124217155617795,1.0114072463104617,output/imputation/cuda/paper_campaign/tslanet/opsd_germany/mr0.5/seed123/metrics/tslanet_metrics.json
tslanet/opsd_germany/mr0.5/seed42,tslanet,opsd_germany,0.5,42,0.9197137783774616,1.2431353524021411,1.1149597985587378,1.0125529292374116,output/imputation/cuda/paper_campaign/tslanet/opsd_germany/mr0.5/seed42/metrics/tslanet_metrics.json
tslanet/opsd_germany/mr0.5/seed456,tslanet,opsd_germany,0.5,456,0.9199461660161431,1.2409588275417787,1.1139833156478505,1.0129529702786326,output/imputation/cuda/paper_campaign/tslanet/opsd_germany/mr0.5/seed456/metrics/tslanet_metrics.json
tslanet/physionet_2012/mr0.1/seed123,tslanet,physionet_2012,0.1,123,0.6971488510304555,0.8955883500022817,0.9463552979733784,1.011052367967771,output/imputation/cuda/paper_campaign/tslanet/physionet_2012/mr0.1/seed123/metrics/tslanet_metrics.json
tslanet/physionet_2012/mr0.1/seed42,tslanet,physionet_2012,0.1,42,0.7114571447621642,1.053619087315248,1.0264594913172405,1.0117901102269313,output/imputation/cuda/paper_campaign/tslanet/physionet_2012/mr0.1/seed42/metrics/tslanet_metrics.json
tslanet/physionet_2012/mr0.1/seed456,tslanet,physionet_2012,0.1,456,0.7227766087396267,1.0976393493245487,1.0476828476807991,1.0182083037057008,output/imputation/cuda/paper_campaign/tslanet/physionet_2012/mr0.1/seed456/metrics/tslanet_metrics.json
