run,model,dataset,missing_rate,seed,MAE,MSE,RMSE,MRE,metrics_file
tslanet/physionet_2012/mr0.3/seed123,tslanet,physionet_2012,0.3,123,0.6991942067684601,0.9443718292067931,0.9717879548578451,1.010518729139241,output/imputation/cuda/paper_campaign/tslanet/physionet_2012/mr0.3/seed123/metrics/tslanet_metrics.json
tslanet/physionet_2012/mr0.3/seed42,tslanet,physionet_2012,0.3,42,0.7061982479463428,0.9769650048861239,0.9884154009757861,1.0107967020164146,output/imputation/cuda/paper_campaign/tslanet/physionet_2012/mr0.3/seed42/metrics/tslanet_metrics.json
tslanet/physionet_2012/mr0.3/seed456,tslanet,physionet_2012,0.3,456,0.7143668447249283,1.0203780499557795,1.010137639114482,1.0158059421726946,output/imputation/cuda/paper_campaign/tslanet/physionet_2012/mr0.3/seed456/metrics/tslanet_metrics.json
tslanet/physionet_2012/mr0.5/seed123,tslanet,physionet_2012,0.5,123,0.6984804993394376,0.9366699185332162,0.9678170893992398,1.0099099230081974,output/imputation/cuda/paper_campaign/tslanet/physionet_2012/mr0.5/seed123/metrics/tslanet_metrics.json
tslanet/physionet_2012/mr0.5/seed42,tslanet,physionet_2012,0.5,42,0.7054284573963668,0.9696801125573757,0.9847233685443724,1.0101888108652033,output/imputation/cuda/paper_campaign/tslanet/physionet_2012/mr0.5/seed42/metrics/tslanet_metrics.json
tslanet/physionet_2012/mr0.5/seed456,tslanet,physionet_2012,0.5,456,0.7151212135788534,1.0370540855511068,1.0183585250544658,1.0150618439414114,output/imputation/cuda/paper_campaign/tslanet/physionet_2012/mr0.5/seed456/metrics/tslanet_metrics.json
tslanet/solar/mr0.1/seed123,tslanet,solar,0.1,123,0.7749160277322382,0.8067359627624047,0.8981848154819835,1.0002918061262809,output/imputation/cuda/paper_campaign/tslanet/solar/mr0.1/seed123/metrics/tslanet_metrics.json
tslanet/solar/mr0.1/seed42,tslanet,solar,0.1,42,0.8069891897530498,0.8573526252868641,0.9259333805878607,1.0427151990123453,output/imputation/cuda/paper_campaign/tslanet/solar/mr0.1/seed42/metrics/tslanet_metrics.json
tslanet/solar/mr0.1/seed456,tslanet,solar,0.1,456,0.7917399394591796,0.8405606977474079,0.9168209736624746,1.0220331965599112,output/imputation/cuda/paper_campaign/tslanet/solar/mr0.1/seed456/metrics/tslanet_metrics.json
tslanet/solar/mr0.3/seed123,tslanet,solar,0.3,123,0.7737231481549517,0.7932335600761239,0.890636603826793,0.9993364094278203,output/imputation/cuda/paper_campaign/tslanet/solar/mr0.3/seed123/metrics/tslanet_metrics.json
tslanet/solar/mr0.3/seed42,tslanet,solar,0.3,42,0.7984459730823612,0.8322569815677077,0.9122811965439755,1.0306496642269676,output/imputation/cuda/paper_campaign/tslanet/solar/mr0.3/seed42/metrics/tslanet_metrics.json
tslanet/solar/mr0.3/seed456,tslanet,solar,0.3,456,0.7877222128319413,0.8212592757092622,0.9062335657595464,1.0162296109573001,output/imputation/cuda/paper_campaign/tslanet/solar/mr0.3/seed456/metrics/tslanet_metrics.json
tslanet/solar/mr0.5/seed123,tslanet,solar,0.5,123,0.777669118335988,0.7935436312630552,0.8908106596034059,1.0041126679227468,output/imputation/cuda/paper_campaign/tslanet/solar/mr0.5/seed123/metrics/tslanet_metrics.json
tslanet/solar/mr0.5/seed42,tslanet,solar,0.5,42,0.7927616464845687,0.8169889099463402,0.9038743883672887,1.023198377144639,output/imputation/cuda/paper_campaign/tslanet/solar/mr0.5/seed42/metrics/tslanet_metrics.json
tslanet/solar/mr0.5/seed456,tslanet,solar,0.5,456,0.7818980115568203,0.8025893322591346,0.8958735023758291,1.0095936879910132,output/imputation/cuda/paper_campaign/tslanet/solar/mr0.5/seed456/metrics/tslanet_metrics.json
